,ZIP,2021_Median_Household_Income,2026_Median_Household_Income,2021_Average_Household_Income,2026_Average_Household_Income,2021-2026_Population:_Compound_Annual_Growth_Rate
253,1860,92759,109066,126819,145014,0.6
254,1862,108676,118393,130841,148748,0.73
255,1863,103273,114372,128690,147122,0.28
256,1864,143878,157958,173338,192324,0.28
257,1867,133928,152506,170003,190571,0.44
258,1876,105260,115063,126707,143719,0.62
259,1879,119508,136218,146308,164399,0.54
260,1880,105563,116718,135038,151856,0.54
261,1886,157355,168163,190346,210789,1.19
262,1887,126046,139400,155161,172130,0.48
263,1890,180828,196140,248099,270620,0.31
264,1901,15070,16168,34136,40261,1.08
265,1902,51518,56139,67928,76432,0.38
266,1904,90407,100099,104684,117274,0.17
267,1905,62923,71286,78098,87505,0.38
268,1906,89941,100567,111561,127159,0.74
269,1907,116051,127814,162748,180515,0.45
270,1908,96933,112519,137106,158264,0.02
271,1913,88025,98642,112203,127067,0.55
272,1915,85779,97186,118342,133565,0.41
273,1921,186089,200001,254406,279999,0.2
274,1922,114479,133944,156630,176734,0.59
275,1923,94215,104306,122262,139415,0.31
276,1929,119987,133320,160311,184901,0.73
277,1930,75973,82643,101226,114997,0.48
278,1938,97482,109465,139031,156821,0.48
279,1940,137809,156534,184656,207345,0.42
280,1944,145881,160013,198690,220666,0.39
281,1945,123884,141382,183224,204698,0.23
282,1949,119019,135554,157897,177917,0.67
283,1950,110802,125737,152730,173232,0.47
284,1951,97433,108923,141415,161654,0.44
285,1952,82174,89515,99234,112597,0.7
286,1960,76636,85131,100319,114991,0.32
287,1966,83683,91782,115622,132661,0.29
288,1969,117532,136317,153133,171269,0.65
289,1970,71269,78887,91935,104551,0.46
290,1982,129700,152818,161042,184090,0.19
291,1983,153437,165843,199338,223380,0.43
292,1984,132486,153265,191778,212768,0.29
293,1985,164260,180221,199203,221592,0.77
294,2019,102960,109320,117707,131774,0.34
295,2020,68585,75904,72109,80692,0.83
296,2021,111534,123995,148476,166947,0.58
297,2025,153077,171496,218214,242037,0.91
298,2026,106127,118002,136898,152541,0.34
299,2030,200001,200001,304757,327902,0.18
300,2032,124600,148820,154334,172722,0.85
301,2035,105652,112201,134323,149257,0.41
302,2038,125898,141021,156877,175745,0.76
303,2043,151813,164028,208327,228130,0.76
304,2045,89490,99773,118392,133400,0.3
305,2048,120134,133395,148375,164845,0.59
306,2050,104364,113864,128583,143620,0.91
307,2052,167220,182322,209246,231647,0.45
308,2053,131984,147728,158307,177429,0.39
309,2054,112663,123796,134501,152954,0.37
310,2056,155798,171237,187652,210122,0.51
311,2059,153028,163841,190252,212009,0.61
312,2061,159496,171617,206067,227313,0.61
313,2062,94292,102617,109785,122252,0.45
314,2066,128754,143394,174349,192184,0.5
315,2067,144442,158273,189414,210433,0.88
316,2071,118985,131524,155459,176716,0.5
317,2072,87631,96902,103916,116366,0.46
318,2081,119610,131864,158086,176469,0.68
319,2090,163435,177087,219740,243039,0.7
320,2093,123000,140953,149167,168701,0.79
321,2108,140896,152977,204550,221080,2.34
322,2109,141897,155872,181984,202587,0.29
323,2110,131292,149091,197025,213610,1.25
324,2111,69380,100553,142640,164316,1.34
325,2113,114826,128736,143639,162431,0.35
326,2114,120926,141484,166363,188079,1.79
327,2115,48298,56278,91043,104150,0.41
328,2116,130397,150607,189564,211310,1.92
329,2118,76005,91983,139196,155696,1.66
330,2119,36007,39362,60735,70087,1.24
331,2120,41293,46136,64318,73505,0.89
332,2121,33970,40670,59640,69537,0.53
333,2122,73113,81826,93652,106287,0.42
334,2124,60477,69931,88300,100634,0.49
335,2125,63653,76113,93371,108059,0.92
336,2126,59554,69180,83363,95380,0.48
337,2127,121902,137314,160985,179922,1.13
338,2128,65884,74703,90835,103447,0.86
339,2129,139822,152742,185245,202495,1.51
340,2130,101741,113276,136607,155246,0.8
341,2131,90869,101655,112906,127302,0.3
342,2132,109436,119471,143485,160427,0.86
343,2134,66052,76630,89517,103650,1.69
344,2135,81616,95382,105119,121482,1.18
345,2136,75595,83810,97468,110906,0.85
346,2138,108940,124768,159279,179007,0.8
347,2139,105944,117934,147679,166355,0.58
348,2140,116662,138676,154855,175707,0.84
349,2141,96527,108355,126901,145712,1.78
350,2142,116909,129628,156234,174262,2.72
351,2143,101824,111110,125355,142410,0.39
352,2144,118782,132297,156620,174574,0.33
353,2145,85302,99308,108482,124194,0.42
354,2148,65430,74877,86341,97680,0.61
355,2149,62887,69539,79559,89554,0.64
356,2150,60526,67357,81375,92712,1.03
357,2151,64976,76497,87327,103755,1.68
358,2152,78822,86463,111323,127449,0.36
359,2155,100605,109431,125016,140269,0.76
360,2163,66392,76084,100497,117286,1.44
361,2169,75922,84497,91844,104000,0.67
362,2170,81756,89842,99815,111973,0.34
363,2171,89070,98890,111825,126041,1.52
364,2176,111971,127145,141718,158117,0.46
365,2180,103644,112808,135440,151789,0.66
366,2184,101697,109293,123057,138179,0.36
367,2186,140255,155399,188174,208199,0.18
368,2188,87677,99834,106475,120424,0.26
369,2189,73339,82634,95824,108629,0.35
370,2190,96116,104802,116360,130383,0.24
371,2191,85658,95091,107109,119985,0.02
372,2210,179827,189990,221608,244186,2.51
373,2215,50383,56498,81952,95720,0.9
374,2301,54827,59842,73137,81368,0.38
375,2302,70297,76135,85273,94323,0.42
376,2322,81089,90724,95248,105458,0.13
377,2324,99765,107409,118992,133607,0.62
378,2330,77328,86145,94729,107419,0.51
379,2332,137230,160614,183288,210073,0.7
380,2333,91658,100962,111499,124999,0.5
381,2338,88232,98017,102833,115902,0.68
382,2339,123353,138271,160057,180313,0.53
383,2341,103098,113896,124152,139154,0.76
384,2343,76482,84657,98431,109815,0.16
385,2346,84640,94038,106672,119814,0.57
386,2347,108257,118820,132354,148737,0.72
387,2350,88277,93895,108080,121790,1.03
388,2351,97040,103099,111798,123850,0.6
389,2356,129619,144661,158535,176445,0.75
390,2359,106355,114361,131590,147230,0.61
391,2360,90207,100369,117889,132360,0.77
392,2364,103076,110731,122243,137560,0.59
393,2367,98873,105809,117754,131738,0.53
394,2368,78563,87667,93172,105291,0.36
395,2370,82709,92477,101913,113764,0.29
396,2375,103783,109646,124005,138171,0.67
397,2379,97485,103817,110770,123883,0.61
398,2382,87057,94732,103229,114755,0.56
399,2420,200001,200001,276997,300739,0.37
400,2421,180914,196497,246603,270209,0.3
401,2445,124916,140180,173636,193386,0.27
402,2446,105975,115653,147944,166632,0.27
403,2451,111013,122279,140522,157154,0.19
404,2452,103071,112702,133375,150031,0.22
405,2453,83095,94768,108265,122900,0.65
406,2458,129032,152729,191680,215112,0.2
407,2459,195367,200001,254285,275840,0.15
408,2460,138937,155335,198794,219688,0.55
409,2461,169641,170033,232753,241690,2.99
410,2462,161097,187961,216033,245269,0.47
411,2464,135672,144212,181160,195711,4.35
412,2465,170447,185795,228918,251505,0.26
413,2466,143807,155824,192780,211665,0.22
414,2467,155903,170747,215841,238155,0.21
415,2468,200001,200001,307528,331289,0.19
416,2472,106567,115928,141330,158369,1.03
417,2474,117418,131222,161583,180526,0.44
418,2476,123366,136863,177663,196208,0.28
419,2478,136951,155380,194301,215271,0.42
420,2481,200001,200001,276074,299426,0.29
421,2482,184243,200001,244898,275068,0.22
422,2492,165607,175882,234418,255007,0.35
423,2493,200001,200001,285359,307448,0.29
424,2494,144262,156424,192154,211110,0.98
425,2532,82665,90774,99259,110743,0.2
426,2534,94489,100475,129168,142528,-0.1
427,2535,94827,98335,138763,153103,0.53
428,2536,82334,89036,106447,118794,-0.03
429,2537,110075,118017,143739,160098,-0.01
430,2538,62781,76106,76466,85774,0.78
431,2539,81477,86533,126712,140296,0.71
432,2540,83576,92294,112877,125830,0.05
433,2542,53224,56987,66523,74580,-0.16
434,2543,115539,126963,166958,185249,-0.55
435,2553,90040,95018,112211,123833,-0.36
436,2554,120166,125031,150616,164998,1.46
437,2556,106388,113996,146746,164309,0.59
438,2557,63386,65636,80732,86507,0.56
439,2558,35000,39938,60099,68712,0.49
440,2559,81243,89026,110994,125083,0.33
441,2561,93361,98349,109060,121303,-0.23
442,2562,94609,103084,125328,141775,0.4
443,2563,100890,107982,126540,141100,0.15
444,2564,111951,112741,126934,135902,1.26
445,2568,78150,83973,104470,117800,0.53
446,2571,65263,73213,81778,91769,0.77
447,2576,87185,101330,102464,117022,0.29
448,2601,56585,58683,77362,84257,-0.06
449,2630,116249,123100,156982,174595,0.12
450,2631,86663,99022,125089,141229,0.71
451,2632,91536,100062,116768,129626,-0.21
452,2633,94743,103711,128910,144265,0.11
453,2635,82501,90615,118644,134064,0.43
454,2637,92680,107729,151488,171531,-0.17
455,2638,89462,97950,126215,142330,0.46
456,2639,54235,57238,80287,87183,-0.04
457,2641,91598,95468,192660,219380,-0.23
458,2642,76773,83612,99911,113079,0.41
459,2644,105467,110083,110343,122003,0.19
460,2645,87033,94414,107728,121148,0.23
461,2646,65509,72810,98919,111762,-0.07
462,2647,94396,98654,123496,134444,-0.58
463,2648,92162,100343,106762,118140,0.18
464,2649,85670,93653,106792,119414,0.2
465,2650,101170,104606,116999,128431,0.05
466,2652,64969,68979,87302,96343,-0.23
467,2653,80942,89767,105131,118007,0.35
468,2655,93436,103979,138748,156001,-0.03
469,2657,58738,66671,92944,107965,0.22
470,2659,74215,93480,114508,130254,-0.1
471,2660,67380,76382,90274,102495,0.26
472,2663,106961,60000,90500,81150,0.0
473,2664,66072,72329,88840,98715,-0.24
474,2666,58593,60405,99309,109876,-0.25
475,2667,76054,83148,94515,107946,0.27
476,2668,115102,123086,149654,166226,-0.01
477,2670,78013,93212,123234,141644,0.57
478,2671,81852,91699,101469,116533,-0.13
479,2672,62500,62500,62500,62500,0.0
480,2673,74524,77814,87928,96326,-0.38
481,2675,83166,89551,109681,121933,-0.3
482,2702,108409,117981,132673,151254,0.43
483,2703,79357,88844,101002,114119,0.52
484,2713,104307,102107,135208,138678,0.47
485,2715,104393,118205,132084,152349,1.28
486,2717,92382,97408,111664,124689,0.33
487,2718,101177,108221,114501,129675,0.4
488,2719,68314,78747,88960,101495,0.06
489,2720,51349,55976,67471,75726,0.19
490,2721,37744,40814,53490,60070,0.16
491,2723,39071,42431,53018,59372,0.02
492,2724,37077,40524,56916,64563,0.07
493,2725,78345,86459,85760,97293,0.01
494,2726,83073,91987,100967,113614,0.14
495,2738,91254,106687,145566,166552,0.68
496,2739,101397,112926,142992,161246,0.73
497,2740,41421,45799,60606,67566,0.24
498,2743,80412,91104,93388,105407,0.27
499,2744,37666,41348,53399,59092,0.34
500,2745,61268,68113,74515,83126,0.27
501,2746,35142,37700,47835,53319,0.41
502,2747,88369,101240,106335,120964,0.3
503,2748,90329,102457,122797,139625,0.36
504,2760,98033,105867,120497,135373,0.11
505,2762,100481,108149,118484,133937,0.82
506,2763,124337,137312,148486,167539,0.7
507,2764,98585,107781,109515,124002,0.36
508,2766,111548,123151,131530,149073,0.37
509,2767,104844,114046,120982,137490,0.53
510,2769,111225,122385,135360,151826,0.6
511,2770,111761,122502,143545,161607,0.63
512,2771,97321,106305,118206,133415,0.48
513,2777,88623,98581,104980,118283,0.39
514,2779,104875,117113,124710,143189,0.49
515,2780,60177,69106,80610,91207,0.34
516,2790,86674,100087,108473,123775,0.51
517,2791,107731,117183,133134,154026,0.42
518,2804,103655,108249,105232,116908,0.05
519,2806,139048,151705,181847,195873,0.0
520,2807,77905,88424,86311,95560,0.0
521,2808,81339,87826,93779,103674,0.21
522,2809,79097,88878,102691,115037,0.01
523,2812,117161,123863,131984,143437,0.2
524,2813,83645,96157,110963,125105,0.6
525,2814,99555,105912,105918,118826,0.53
526,2815,101154,120433,143234,160294,0.4
527,2816,74003,81144,90439,100863,0.23
528,2817,102954,109414,119910,131495,0.26
529,2818,100617,108363,144567,157522,0.12
530,2822,94966,106206,128595,143526,0.21
531,2824,104297,109618,123948,131197,0.53
532,2825,91942,102570,113522,128618,0.26
533,2826,87166,93192,111430,123713,0.44
534,2827,82318,93604,100880,113841,0.06
535,2828,88025,98743,105159,117498,0.15
536,2830,80603,92297,96778,109831,0.52
537,2831,102425,112778,135065,150290,0.38
538,2832,90019,102672,106926,121002,0.35
539,2833,87527,100815,93302,106872,0.37
540,2835,116891,127450,165508,179948,0.41
541,2836,121753,129892,133960,146429,0.0
542,2837,85445,98677,125814,140871,0.52
543,2838,58869,64286,85147,96205,0.17
544,2839,67305,76916,81097,92117,0.64
545,2840,72152,81261,96463,107407,0.02
546,2841,75000,125000,83750,125000,-0.01
547,2842,73671,81069,98433,109305,0.1
548,2852,96199,104009,118873,129287,0.42
549,2857,96224,105483,114195,128879,0.22
550,2858,85974,93253,109418,121511,0.43
551,2859,86166,93924,97861,110432,0.33
552,2860,46651,53674,60923,68948,0.15
553,2861,61099,67547,76112,84919,0.13
554,2863,33951,38794,46376,53066,0.01
555,2864,91748,101540,107657,119847,0.38
556,2865,87327,96966,114603,126958,0.28
557,2871,104160,113679,134615,147677,0.32
558,2872,42338,47847,86001,100224,0.36
559,2873,86399,100853,92784,107082,0.33
560,2874,125203,133484,148478,160450,0.31
561,2875,119940,126846,136979,148309,0.23
562,2876,75000,73500,104022,116844,0.8
563,2878,78819,85764,105931,116111,0.27
564,2879,99645,107882,116348,128667,0.14
565,2881,110091,118263,122662,133895,0.04
566,2882,80983,96213,117798,129254,0.19
567,2885,64283,74761,87587,97995,0.47
568,2886,69843,77640,86555,95989,0.04
569,2888,75272,81655,91992,102122,-0.07
570,2889,75861,80838,88409,97189,0.02
571,2891,74873,85863,105574,115759,0.09
572,2892,109963,118505,133130,145487,0.42
573,2893,58846,64884,70740,78985,0.02
574,2894,99473,105566,91506,104230,0.19
575,2895,45842,51995,60538,68158,0.13
576,2896,86550,95223,108344,119379,0.38
577,2898,95944,103754,105585,116243,0.56
578,2903,43928,51869,79755,89434,1.1
579,2904,51680,60317,71130,80398,0.12
580,2905,50512,56562,69647,78802,0.2
581,2906,83174,96468,126351,141949,0.21
582,2907,41798,47952,53832,61266,0.28
583,2908,53169,60935,68830,78189,0.17
584,2909,41931,50427,53106,60812,0.27
585,2910,71628,78703,78237,87307,0.17
586,2911,60749,70445,76580,86170,0.16
587,2914,56017,63893,71729,81567,0.47
588,2915,67126,78103,80164,90665,0.06
589,2916,75487,84226,97910,109237,0.23
590,2917,88294,97943,111532,124215,0.29
591,2919,71559,78944,87337,97171,0.14
592,2920,65197,76989,80253,91898,0.17
593,2921,107663,117323,130059,145481,0.44
594,3031,146555,156098,169791,188407,0.44
595,3032,114771,122863,137869,152870,0.96
596,3033,143255,154337,164230,181554,0.69
597,3034,102201,114473,126410,142472,0.5
598,3036,138437,152216,160680,177199,0.88
599,3037,100827,109636,118520,135657,0.74
600,3038,74129,80231,96143,106527,0.4
601,3042,79831,87671,104179,115251,1.02
602,3043,106284,113354,125984,142619,0.6
603,3044,102043,110126,123090,137768,1.12
604,3045,100766,108585,113383,127536,0.16
605,3046,108969,115200,135912,148279,0.42
606,3047,80574,85660,103926,116946,0.53
607,3048,80885,87341,97761,110432,0.36
608,3049,133964,147965,174719,193585,0.46
609,3051,106771,116632,129259,144734,0.48
610,3052,108743,111871,131452,143380,0.39
611,3053,104183,112028,129977,143538,0.96
612,3054,108480,116810,128871,143301,0.7
613,3055,86500,100344,102426,115378,0.58
614,3057,122828,136513,150863,169472,0.72
615,3060,54840,59529,73319,81070,0.37
616,3062,102477,108255,121922,135251,0.64
617,3063,91501,101162,116634,130704,0.17
618,3064,70118,77007,94850,104456,0.53
619,3070,119117,132050,147015,165537,0.81
620,3071,92797,100695,126242,142382,0.59
621,3076,115529,128840,142961,161991,0.72
622,3077,76609,84369,89270,100818,0.73
623,3079,85588,93998,116175,129207,0.69
624,3082,100243,109709,128848,147005,0.77
625,3084,90160,101182,110795,124910,0.54
626,3086,81958,91602,105317,119436,0.59
627,3087,145219,156711,176484,193195,0.89
628,3101,34011,37903,64736,71952,0.93
629,3102,57562,62176,72119,79739,0.34
630,3103,56615,60043,70528,77384,0.65
631,3104,66239,72596,88820,98355,0.25
632,3106,85847,89203,107022,115237,0.66
633,3109,84293,89603,103320,113314,0.38
634,3110,138033,147706,169980,184173,0.73
635,3215,62893,69833,94047,109763,0.0
636,3216,76536,83029,86850,96938,1.14
637,3217,40981,41577,61042,64587,0.91
638,3218,72017,76363,91773,100090,0.62
639,3220,76818,80530,88867,97548,0.54
640,3221,78955,86563,97891,110542,1.0
641,3222,54297,58060,70848,79235,0.71
642,3223,55696,58964,84648,96006,0.98
643,3224,87421,90111,103035,111220,0.7
644,3225,81306,83570,95727,102744,0.77
645,3226,78481,82561,111648,122610,1.23
646,3227,80427,82361,105163,112657,0.34
647,3229,95405,102412,120615,131147,0.58
648,3230,61709,65669,75033,81840,1.25
649,3233,108007,113105,148593,161545,0.85
650,3234,76723,81624,101064,111133,0.84
651,3235,51493,54214,64589,69965,0.55
652,3237,79917,81352,92076,99209,0.92
653,3240,54152,57756,75197,85648,0.38
654,3241,54387,59632,74912,85804,0.48
655,3242,80953,85770,95595,104657,0.59
656,3243,77738,80881,85364,93557,0.9
657,3244,76082,83042,94551,110046,0.88
658,3245,60939,68450,89321,100853,0.63
659,3246,58559,61675,81759,88325,0.47
660,3249,85097,89372,119794,131061,0.68
661,3251,52500,54325,72872,81867,0.21
662,3253,72643,79076,101051,110993,0.83
663,3254,77359,78673,108979,115492,0.61
664,3255,95012,103201,125119,140080,1.25
665,3256,68281,75056,83682,91305,0.54
666,3257,79929,86118,117268,127890,0.92
667,3258,89742,96686,107150,117802,0.77
668,3259,80547,82127,104854,112549,0.37
669,3260,92400,101138,111915,128259,0.88
670,3261,90342,101293,113087,128404,0.94
671,3262,52872,56809,73999,82808,0.39
672,3263,53827,54520,69709,73094,0.27
673,3264,41172,41935,74628,80436,0.21
674,3266,53223,58084,73355,83319,0.58
675,3268,80573,85207,94981,104824,1.01
676,3269,86890,93240,108089,118173,0.39
677,3273,100000,110642,122209,145935,0.46
678,3275,77273,80115,88244,95529,0.33
679,3276,59353,62049,73907,79355,0.7
680,3278,78839,86267,97025,109700,0.46
681,3279,46163,51065,61498,69690,-0.18
682,3280,80900,88563,112156,126745,0.77
683,3281,99603,107238,116303,131165,0.43
684,3282,59732,66942,85056,97970,0.63
685,3284,80543,81985,86606,93237,0.1
686,3285,58749,64446,70847,77982,0.16
687,3287,79014,84837,112176,124472,0.66
688,3290,97540,108102,119591,134381,1.03
689,3291,105773,109955,117361,131994,1.11
690,3301,64188,67581,86132,92407,0.29
691,3303,74826,78553,88370,96322,0.44
692,3304,120924,125449,137443,147375,0.65
693,3307,72985,79476,92097,102444,0.78
694,3431,57513,58284,75791,80262,0.15
695,3435,47822,47822,63849,65307,-0.09
696,3440,75398,82157,90218,101892,0.5
697,3441,52758,54864,58473,62505,0.0
698,3442,64126,65131,80674,86447,0.67
699,3443,80741,85367,110940,121157,0.8
700,3444,82447,92043,97720,109246,0.66
701,3445,76611,83452,96411,107958,0.44
702,3446,67133,71362,80746,87644,0.32
703,3447,60936,65076,86504,95178,0.38
704,3448,75435,79053,86108,94479,0.49
705,3449,79647,80304,108978,120811,0.25
706,3450,74825,82005,97277,107843,0.56
707,3451,59543,65699,68998,76638,0.03
708,3452,62097,67494,74165,80042,-0.05
709,3455,68623,73903,87719,94626,0.42
710,3456,64622,72480,77366,85024,-0.11
711,3457,76983,84464,95530,106657,0.52
712,3458,98037,108861,128357,144083,0.47
713,3461,79724,85815,93010,102394,0.58
714,3462,77674,86290,120829,131791,0.66
715,3464,80717,87270,90901,100089,0.95
716,3465,64353,66358,76408,80479,0.51
717,3466,84184,88530,112826,122915,0.76
718,3467,93239,99872,113729,125085,0.05
719,3470,52913,54000,63634,67851,-0.1
720,3561,41339,42361,57769,62249,0.17
721,3570,39297,40189,55200,59385,-0.24
722,3574,52615,56124,69476,77834,0.56
723,3575,85357,85912,90606,109486,-0.48
724,3576,45746,47598,66892,71947,-0.43
725,3579,47453,53550,66724,75972,-0.28
726,3580,72431,80889,110017,125170,0.09
727,3581,58699,62440,80328,88454,-0.36
728,3582,44817,46482,57155,61768,-0.23
729,3583,60801,65593,70168,75765,0.18
730,3584,52596,51811,72250,75446,-0.37
731,3585,55040,59997,78875,89614,0.28
732,3586,78508,88948,116606,132306,0.07
733,3588,54368,58209,68235,75381,-0.21
734,3590,41330,42300,57723,62861,-0.64
735,3592,46198,50056,58378,64574,-0.17
736,3593,68998,71870,93230,102766,-0.5
737,3595,68655,71833,94578,104694,-0.5
738,3597,47571,50000,66569,73298,-0.55
739,3598,51074,53096,66329,73075,0.02
740,3601,64628,69031,87786,96763,0.0
741,3602,62664,67686,77174,84580,0.36
742,3603,51813,56461,65395,72161,0.27
743,3605,67296,68947,79989,86366,0.58
744,3607,64225,70179,88218,96434,0.0
745,3608,77585,81889,105487,115335,0.57
746,3609,91246,92329,102425,107630,-0.12
747,3740,53268,58770,81274,93055,0.19
748,3741,68404,75461,83789,93388,0.69
749,3743,50699,52575,65033,69878,0.02
750,3745,85493,91957,106139,116325,0.06
751,3748,77982,80315,107747,115872,0.4
752,3750,150000,164225,220862,238219,0.19
753,3752,60851,65059,72986,79744,0.0
754,3753,98670,102209,119020,128826,0.06
755,3755,124760,132110,185778,199087,0.16
756,3756,49560,53051,75639,82901,0.72
757,3765,56124,59352,83442,95000,0.08
758,3766,64722,66513,90279,97389,0.59
759,3768,112317,118266,169647,183363,0.46
760,3770,91663,93716,112970,121892,0.28
761,3771,61983,68681,80163,90065,0.36
762,3773,63738,67561,78547,85088,0.17
763,3774,51809,56714,75041,86371,0.25
764,3777,81202,85992,120635,135871,0.51
765,3779,80345,86385,119857,135011,0.5
766,3780,56124,58899,83017,94371,0.09
767,3781,87677,89038,114590,123642,0.36
768,3782,69459,76083,86924,95062,0.59
769,3784,53955,55394,85944,93182,0.33
770,3785,48454,54638,72061,82767,0.43
771,3801,80850,90013,113593,126206,0.77
772,3809,81266,84821,94591,102459,1.05
773,3810,84370,86010,100514,107737,1.2
774,3811,114551,123936,142400,156982,0.91
775,3812,60706,68681,81372,87831,-0.16
776,3813,76866,77688,85046,89461,0.38
777,3814,50874,54519,57726,62445,0.37
778,3816,72038,75642,84257,90323,0.43
779,3817,56857,59144,69418,73634,0.17
780,3818,59525,61086,73345,76462,0.11
781,3819,94246,104749,114650,130129,0.85
782,3820,72697,78975,95539,106310,0.81
783,3823,119707,131818,151302,168359,0.75
784,3824,99754,105467,125076,136213,0.42
785,3825,101925,113735,115933,131297,0.96
786,3826,70292,76533,95107,106604,0.67
787,3827,106506,113646,131357,144658,0.43
788,3830,65222,71173,87554,95635,0.53
789,3832,79585,77522,90086,76389,0.82
790,3833,87067,94497,126888,140459,0.81
791,3835,69684,77012,78742,87032,0.54
792,3836,75824,83398,88207,101766,0.54
793,3837,62667,65048,75120,80496,0.95
794,3838,75146,78279,89435,96892,-0.2
795,3839,67372,71811,75812,82052,0.76
796,3840,121441,131763,145145,159091,1.0
797,3841,104388,115632,133044,150636,0.76
798,3842,85702,93825,120210,133525,0.6
799,3844,142818,158617,175092,195118,0.38
800,3845,69997,73473,82727,86587,-0.19
801,3846,75339,78645,89543,97217,-0.17
802,3848,94782,104349,120304,135040,0.73
803,3849,74184,75751,87160,92072,0.16
804,3850,54019,53420,69663,71987,0.57
805,3851,70201,77878,85877,95896,1.15
806,3852,67813,75000,90032,100834,1.23
807,3853,57732,60689,72453,76393,0.76
808,3854,133522,154844,184382,206166,0.54
809,3855,80850,87920,107191,119994,1.14
810,3856,154421,164363,184930,204322,1.09
811,3857,75818,79870,94882,105228,0.57
812,3858,106995,114137,117515,131213,0.91
813,3860,57508,56168,66772,68441,0.27
814,3861,103418,109528,129616,143832,0.57
815,3862,106877,120563,156165,171907,0.8
816,3864,50627,56258,64561,70569,0.41
817,3865,81245,88607,102566,112039,0.52
818,3867,59979,65623,76632,86051,0.77
819,3868,59528,62000,71249,79311,0.59
820,3869,78931,85935,104692,114741,0.44
821,3870,110024,120205,153681,169906,0.44
822,3871,100000,117826,141243,158793,0.59
823,3872,75143,77996,85799,92644,0.42
824,3873,107203,114263,125703,139918,0.92
825,3874,65174,73420,86043,96540,0.8
826,3875,76303,77388,88549,93118,0.46
827,3878,66203,69892,80379,87813,0.41
828,3882,69836,71501,80740,83793,0.75
829,3883,60332,63720,67312,71590,0.59
830,3884,105426,114440,123322,139531,0.8
831,3885,118560,130537,160332,178265,0.75
832,3886,57637,60071,68954,73280,0.25
833,3887,74911,80349,97677,111332,0.52
834,3890,57732,61278,68576,73318,0.23
835,3894,62991,66868,86924,90944,0.59
836,3897,60328,64222,83496,88022,0.0
837,3901,80337,90020,87895,98059,1.14
838,3902,83864,96016,124895,139457,1.37
839,3903,81992,87092,94955,103692,0.82
840,3904,75441,85126,99569,111279,0.57
841,3905,84649,91187,116124,129473,0.54
842,3906,75150,79200,85456,94772,1.03
843,3907,65295,71562,93808,105754,0.59
844,3908,88942,96848,103311,114425,0.37
845,3909,84667,91954,110996,123983,0.93
846,4001,61294,67132,77447,87001,1.07
847,4002,62986,75103,75183,85837,0.82
848,4003,85097,93358,107401,122793,0.78
849,4005,54701,57706,70790,77784,0.72
850,4008,72664,82999,78688,90133,0.28
851,4009,54793,61553,68566,81151,0.93
852,4010,50174,49757,61645,65606,0.05
853,4011,65142,74394,97424,109410,0.57
854,4013,0,0,0,0,0.0
855,4015,65093,78485,83167,96821,1.16
856,4017,70220,78588,113035,132992,0.57
857,4019,90857,104741,124810,148327,0.53
858,4020,50886,57739,72049,84674,1.3
859,4021,123009,134396,152926,166292,1.12
860,4022,57697,60758,76122,82573,0.66
861,4024,59076,62311,72094,83732,1.27
862,4027,63941,76551,75597,86919,0.99
863,4029,61121,67183,89510,103181,1.46
864,4030,65233,72224,83643,95150,1.36
865,4032,91866,103854,126331,142838,0.96
866,4037,50256,51904,60416,64995,0.39
867,4038,92700,103785,112740,126161,0.91
868,4039,78006,87636,99563,113971,0.99
869,4040,52471,58381,70877,83883,0.9
870,4041,45803,48886,59145,64792,0.87
871,4042,57558,63553,75003,85066,0.79
872,4043,76868,84523,102587,113634,1.01
873,4046,75054,82002,97063,110305,0.97
874,4047,52938,59736,70342,82821,1.27
875,4048,55538,59768,66703,75665,1.23
876,4049,63221,70959,79788,90754,1.09
877,4050,87490,106010,123786,147623,0.57
878,4051,55765,57769,79025,85487,0.89
879,4055,71456,79774,82295,95433,1.3
880,4061,72880,80570,85227,95301,0.73
881,4062,79206,86568,94076,105934,0.97
882,4064,53747,59612,76841,86401,0.92
883,4066,85044,93538,107504,122793,0.82
884,4068,42576,44768,57612,62696,1.07
885,4069,90766,105079,117842,134592,0.7
886,4071,85604,103489,110080,125196,1.16
887,4072,67203,72052,86998,95471,0.76
888,4073,50273,53679,63473,69765,0.31
889,4074,106299,116990,139253,155221,1.19
890,4076,65609,75169,69246,77874,0.78
891,4078,150000,164031,208865,225663,1.1
892,4079,91133,103549,135369,153603,0.54
893,4083,56853,60174,71981,78966,0.36
894,4084,81907,96790,98146,113193,0.83
895,4085,79219,89987,95097,107872,1.06
896,4086,77215,80592,81794,89868,0.42
897,4087,57798,64016,65013,73844,1.53
898,4088,54727,58203,65228,70501,0.85
899,4090,69308,78649,94792,109136,1.58
900,4091,59022,62846,72038,83683,1.28
901,4092,60065,67076,75147,84025,1.23
902,4093,75000,81011,89629,99450,0.71
903,4095,53673,62031,65179,75254,0.91
904,4096,89385,101314,128355,143433,0.55
905,4097,117991,135163,145318,163842,1.26
906,4101,45987,50787,68357,76186,1.07
907,4102,60293,68197,88069,99414,0.47
908,4103,73798,81304,97214,108769,0.56
909,4105,128330,144754,167757,185536,1.16
910,4106,70922,77599,91495,101212,0.83
911,4107,120715,130524,163267,179212,0.64
912,4108,93175,103031,139524,154897,0.76
